Wind MFI data, 1 minute resolution, GSM coordinates
Year  DOY  millisecs            B          Bx          By          Bz
                               nT          nT          nT          nT
2012  31  41190000         5.15         0.33         4.65         2.17
2012  31  41250000         5.12         0.32         4.68         2.06
2012  31  41310000         5.13         0.33         4.59         2.24
2012  31  41370000         5.31        -0.12         4.38         2.97
2012  31  41430000         5.34         0.07         4.47         2.91
2012  31  41490000         5.24         0.21         4.22         3.09
2012  31  41550000         4.86         0.25         4.09         2.62
2012  31  41610000         4.91         0.50         4.20         2.50
2012  31  41670000         5.03         0.54         4.38         2.39
2012  31  41730000         4.93         0.60         4.24         2.44
2012  31  41790000         4.95         0.65         4.24         2.47
2012  31  41850000         5.12         0.67         4.43         2.46
2012  31  41910000         5.36         0.51         4.74         2.43
2012  31  41970000         5.27         0.38         4.64         2.45
2012  31  42030000         5.20         0.22         4.61         2.39
2012  31  42090000         5.16         0.03         4.63         2.28
2012  31  42150000         5.17        -0.10         4.62         2.31
2012  31  42210000         5.14        -0.00         4.63         2.24
2012  31  42270000         5.13        -0.02         4.64         2.18
2012  31  42330000         5.21        -0.14         4.86         1.87
2012  31  42390000         5.18        -0.49         4.64         2.11
2012  31  42450000         5.23        -1.19         4.30         2.72
2012  31  42510000         5.12        -1.17         4.28         2.53
2012  31  42570000         5.12        -0.95         4.38         2.47
2012  31  42630000         5.15        -1.00         4.25         2.72
2012  31  42690000         5.22        -1.47         4.26         2.63
2012  31  42750000         5.15        -1.38         4.30         2.47
2012  31  42810000         5.12        -1.60         4.30         2.26
2012  31  42870000         5.15        -1.52         4.21         2.55
2012  31  42930000         5.08        -1.56         4.18         2.39
2012  31  42990000         5.03        -1.64         4.10         2.41
2012  31  43050000         5.16        -1.69         4.16         2.53
2012  31  43110000         5.37        -1.60         4.56         2.31
2012  31  43170000         5.20        -1.88         4.09         2.59
2012  31  43230000         5.20        -1.79         4.23         2.43
2012  31  43290000         5.18        -1.60         4.39         2.21
2012  31  43350000         5.19        -1.50         4.52         2.04
2012  31  43410000         5.16        -1.46         4.43         2.18
2012  31  43470000         5.11        -1.59         4.31         2.24
2012  31  43530000         5.18        -1.52         4.37         2.30
2012  31  43590000         5.38        -1.64         4.60         2.24
2012  31  43650000         5.41        -1.72         4.58         2.30
2012  31  43710000         5.16        -1.19         4.43         2.32
2012  31  43770000         5.09        -0.51         4.74         1.74
2012  31  43830000         5.30        -1.84         4.28         2.45
2012  31  43890000         5.25        -3.17         2.99         2.91
2012  31  43950000         5.24        -3.22         2.93         2.92
2012  31  44010000         5.24        -2.43         3.74         2.75
2012  31  44070000         5.21        -2.36         3.78         2.68
2012  31  44130000         5.30        -2.22         4.10         2.50
2012  31  44190000         5.47        -2.09         4.36         2.53
2012  31  44250000         5.49        -1.95         4.56         2.34
2012  31  44310000         5.59        -0.23         5.11         1.72
2012  31  44370000         5.63         0.45         5.39         1.53
2012  31  44430000         5.67         0.34         5.45         1.54
2012  31  44490000         5.66         0.17         5.38         1.75
2012  31  44550000         5.61        -0.11         5.31         1.80
2012  31  44610000         5.65        -0.32         5.32         1.84
2012  31  44670000         5.62        -0.47         5.15         2.20
2012  31  44730000         5.59        -0.53         5.05         2.28
2012  31  44790000         5.73         0.65         5.46         1.59
2012  31  44850000         5.53        -0.00         5.17         1.92
2012  31  44910000         5.65         0.07         5.36         1.76
2012  31  44970000         5.47         0.34         5.26         1.46
2012  31  45030000         5.59         0.77         5.33         1.46
2012  31  45090000         5.53         0.76         5.27         1.47
2012  31  45150000         5.48         0.68         5.22         1.52
2012  31  45210000         5.57        -0.80         4.65         2.65
2012  31  45270000         5.67        -1.75         4.46         3.02
2012  31  45330000         5.71        -1.87         4.36         3.16
2012  31  45390000         5.60        -0.74         5.23         1.77
2012  31  45450000         5.62        -0.99         4.86         2.56
2012  31  45510000         5.64        -0.41         5.51         0.66
2012  31  45570000         5.55        -0.10         5.51         0.64
2012  31  45630000         5.77        -0.48         5.68         0.90
2012  31  45690000         5.64        -0.95         5.47         0.97
2012  31  45750000         5.80        -0.69         5.67         0.91
2012  31  45810000         5.63        -0.73         5.42         1.20
2012  31  45870000         5.78        -0.09         5.76         0.40
2012  31  45930000         5.93        -2.28         4.44         3.19
2012  31  45990000         5.98        -2.30         4.57         3.08
2012  31  46050000         5.99        -2.18         4.60         3.17
